referrer,views_total,views_unique
learn.microsoft.com,169,24
Google,85,15
github.com,51,22
Bing,39,12
DuckDuckGo,24,2
teams.public.onecdn.static.microsoft,18,6
linkedin.com,11,5
copilot.com,7,1
statics.teams.cdn.office.net,4,1
search.brave.com,2,1
