referrer,views_total,views_unique
learn.microsoft.com,241,32
Google,58,18
Bing,49,20
github.com,38,13
statics.teams.cdn.office.net,34,4
DuckDuckGo,4,1
search.brave.com,3,2
copilot.microsoft.com,3,1
en.wikipedia.org,3,1
Yahoo,2,1
