referrer,views_total,views_unique
learn.microsoft.com,254,21
Google,50,17
github.com,47,17
Bing,31,7
statics.teams.cdn.office.net,9,2
DuckDuckGo,2,2
teams.public.onecdn.static.microsoft,1,1
