referrer,views_total,views_unique
learn.microsoft.com,369,56
Bing,106,24
github.com,74,19
Google,36,12
perplexity.ai,15,1
statics.teams.cdn.office.net,13,3
repos.opensource.microsoft.com,6,1
DuckDuckGo,5,1
chatgpt.com,2,1
Yahoo,1,1
