referrer,views_total,views_unique
learn.microsoft.com,158,25
Google,52,14
github.com,34,13
Bing,25,6
statics.teams.cdn.office.net,9,2
teams.public.onecdn.static.microsoft,5,3
DuckDuckGo,1,1
