referrer,views_total,views_unique
Google,190,27
learn.microsoft.com,184,28
DuckDuckGo,62,1
Bing,53,19
github.com,37,15
teams.public.onecdn.static.microsoft,25,5
chatgpt.com,5,1
statics.teams.cdn.office.net,4,1
linkedin.com,1,1
