referrer,views_total,views_unique
learn.microsoft.com,226,35
Google,71,16
Bing,21,10
github.com,17,8
statics.teams.cdn.office.net,7,5
copilot.microsoft.com,1,1
linkedin.com,1,1
microsoft.github.io,1,1
