referrer,views_total,views_unique
learn.microsoft.com,420,43
Bing,131,26
Google,56,17
github.com,26,12
perplexity.ai,10,1
copilot.microsoft.com,8,2
statics.teams.cdn.office.net,7,4
microsoft.github.io,7,1
DuckDuckGo,1,1
