referrer,views_total,views_unique
learn.microsoft.com,299,28
Google,84,14
Bing,66,12
statics.teams.cdn.office.net,21,7
linkedin.com,15,2
github.com,12,7
chatgpt.com,7,1
DuckDuckGo,1,1
