referrer,views_total,views_unique
learn.microsoft.com,359,26
Google,72,12
Bing,67,13
statics.teams.cdn.office.net,23,7
github.com,16,8
linkedin.com,15,2
chatgpt.com,7,1
DuckDuckGo,2,2
