referrer,views_total,views_unique
learn.microsoft.com,211,26
Google,172,25
DuckDuckGo,52,2
Bing,46,16
github.com,36,17
teams.public.onecdn.static.microsoft,17,5
linkedin.com,10,4
chatgpt.com,5,1
statics.teams.cdn.office.net,4,1
