referrer,views_total,views_unique
learn.microsoft.com,255,23
github.com,50,19
Google,45,14
Bing,32,8
statics.teams.cdn.office.net,9,2
teams.public.onecdn.static.microsoft,5,3
DuckDuckGo,2,2
