referrer,views_total,views_unique
learn.microsoft.com,221,27
Google,78,14
Bing,58,19
github.com,36,12
linkedin.com,15,3
statics.teams.cdn.office.net,12,6
chatgpt.com,1,1
claude.ai,1,1
github1s.com,1,1
