referrer,views_total,views_unique
learn.microsoft.com,293,40
Bing,99,22
Google,62,14
perplexity.ai,52,1
github.com,47,13
linkedin.com,6,2
repos.opensource.microsoft.com,6,1
statics.teams.cdn.office.net,5,3
Yahoo,1,1
chatgpt.com,1,1
