referrer,views_total,views_unique
learn.microsoft.com,107,21
github.com,51,23
Google,32,15
Bing,16,6
linkedin.com,10,4
copilot.com,7,1
teams.public.onecdn.static.microsoft,5,2
statics.teams.cdn.office.net,4,1
search.brave.com,2,1
teams.df.onecdn.static.microsoft,2,1
