referrer,views_total,views_unique
learn.microsoft.com,268,16
Google,137,27
github.com,132,23
Bing,120,29
teams.public.onecdn.static.microsoft,55,15
chatgpt.com,17,8
DuckDuckGo,11,1
linkedin.com,6,5
