referrer,views_total,views_unique
learn.microsoft.com,123,29
Google,78,9
github.com,48,12
Bing,39,11
DuckDuckGo,8,2
microsoft.github.io,8,1
statics.teams.cdn.office.net,4,1
perplexity.ai,3,1
linkedin.com,2,2
