referrer,views_total,views_unique
learn.microsoft.com,253,24
github.com,49,18
Google,44,13
Bing,33,9
statics.teams.cdn.office.net,9,2
teams.public.onecdn.static.microsoft,5,3
DuckDuckGo,2,2
