referrer,views_total,views_unique
learn.microsoft.com,382,56
Bing,80,20
github.com,73,18
Google,40,14
perplexity.ai,15,1
statics.teams.cdn.office.net,13,3
Yahoo,7,2
repos.opensource.microsoft.com,6,1
DuckDuckGo,5,1
chatgpt.com,2,1
