referrer,views_total,views_unique
learn.microsoft.com,366,55
Bing,80,21
github.com,75,19
Google,36,14
perplexity.ai,15,1
statics.teams.cdn.office.net,13,3
Yahoo,6,1
repos.opensource.microsoft.com,6,1
DuckDuckGo,5,1
chatgpt.com,2,1
