referrer,views_total,views_unique
learn.microsoft.com,311,43
Bing,103,23
github.com,72,17
Google,38,10
statics.teams.cdn.office.net,8,3
linkedin.com,6,2
repos.opensource.microsoft.com,6,1
chatgpt.com,3,2
Yahoo,1,1
