referrer,views_total,views_unique
Google,225,29
learn.microsoft.com,181,25
DuckDuckGo,80,2
Bing,57,21
github.com,42,17
teams.public.onecdn.static.microsoft,28,7
chatgpt.com,5,1
linkedin.com,2,2
