referrer,views_total,views_unique
learn.microsoft.com,173,23
Google,137,23
github.com,38,23
Bing,37,12
DuckDuckGo,24,2
teams.public.onecdn.static.microsoft,18,6
linkedin.com,11,5
copilot.com,7,1
chatgpt.com,5,1
statics.teams.cdn.office.net,4,1
