referrer,views_total,views_unique
learn.microsoft.com,301,35
Bing,142,27
Google,79,20
github.com,72,9
statics.teams.cdn.office.net,26,4
search.brave.com,22,3
linkedin.com,15,2
chatgpt.com,5,2
copilot.microsoft.com,3,1
qwant.com,1,1
