referrer,views_total,views_unique
learn.microsoft.com,173,21
github.com,109,20
Google,108,33
Bing,79,27
teams.public.onecdn.static.microsoft,79,17
chatgpt.com,21,4
search.brave.com,13,2
DuckDuckGo,11,1
claude.ai,2,1
apchq-crm.visualstudio.com,1,1
