referrer,views_total,views_unique
learn.microsoft.com,264,17
Google,240,27
github.com,116,20
Bing,103,28
teams.public.onecdn.static.microsoft,54,15
chatgpt.com,16,7
DuckDuckGo,11,1
apchq-crm.visualstudio.com,7,1
linkedin.com,6,5
claude.ai,2,1
