referrer,views_total,views_unique
learn.microsoft.com,301,32
linkedin.com,90,37
github.com,72,11
community.directions4partners.com,64,1
Google,41,7
statics.teams.cdn.office.net,39,12
Bing,38,14
com.linkedin.android,34,16
lnkd.in,11,5
repos.opensource.microsoft.com,9,2
