referrer,views_total,views_unique
learn.microsoft.com,278,34
Bing,103,24
Google,64,18
github.com,40,7
search.brave.com,22,3
statics.teams.cdn.office.net,20,3
linkedin.com,15,2
chatgpt.com,5,2
copilot.microsoft.com,3,1
en.wikipedia.org,3,1
