referrer,views_total,views_unique
learn.microsoft.com,264,17
Google,233,29
github.com,109,19
Bing,90,26
teams.public.onecdn.static.microsoft,32,9
chatgpt.com,12,7
search.brave.com,12,1
DuckDuckGo,11,1
apchq-crm.visualstudio.com,7,1
linkedin.com,6,5
