referrer,views_total,views_unique
Google,154,26
learn.microsoft.com,101,20
Bing,62,31
github.com,44,10
chatgpt.com,33,4
teams.public.onecdn.static.microsoft,9,3
Yahoo,4,1
thepowertimes.com,2,1
DuckDuckGo,1,1
teams.df.onecdn.static.microsoft,1,1
