referrer,views_total,views_unique
learn.microsoft.com,179,34
Google,92,12
perplexity.ai,55,1
github.com,41,11
Bing,36,12
DuckDuckGo,8,2
microsoft.github.io,8,1
linkedin.com,7,3
statics.teams.cdn.office.net,5,2
chatgpt.com,1,1
