referrer,views_total,views_unique
Google,140,25
learn.microsoft.com,128,17
github.com,90,27
Bing,84,20
teams.public.onecdn.static.microsoft,40,16
com.linkedin.android,16,1
linkedin.com,11,6
chatgpt.com,6,2
ecosia.org,1,1
