referrer,views_total,views_unique
learn.microsoft.com,206,35
Google,57,17
github.com,38,13
statics.teams.cdn.office.net,32,3
Bing,30,16
Yahoo,8,2
DuckDuckGo,4,1
copilot.microsoft.com,3,1
en.wikipedia.org,3,1
search.brave.com,1,1
