referrer,views_total,views_unique
learn.microsoft.com,323,39
Bing,193,30
github.com,76,12
Google,73,18
search.brave.com,19,1
linkedin.com,15,2
statics.teams.cdn.office.net,9,2
chatgpt.com,5,2
copilot.microsoft.com,4,1
DuckDuckGo,1,1
