referrer,views_total,views_unique
learn.microsoft.com,370,35
Bing,159,26
Google,61,20
github.com,32,14
statics.teams.cdn.office.net,13,5
perplexity.ai,10,1
copilot.microsoft.com,8,2
microsoft.github.io,7,1
DuckDuckGo,1,1
