referrer,views_total,views_unique
Google,170,29
learn.microsoft.com,102,19
Bing,61,21
github.com,40,11
teams.public.onecdn.static.microsoft,25,7
chatgpt.com,20,2
DuckDuckGo,3,1
thepowertimes.com,2,1
linkedin.com,1,1
