referrer,views_total,views_unique
learn.microsoft.com,259,26
Bing,59,11
Google,39,10
github.com,15,9
linkedin.com,15,2
statics.teams.cdn.office.net,4,4
teams.public.onecdn.static.microsoft,4,3
DuckDuckGo,1,1
