referrer,views_total,views_unique
learn.microsoft.com,122,11
Bing,88,25
github.com,42,9
Google,39,9
statics.teams.cdn.office.net,10,4
linkedin.com,3,1
chatgpt.com,1,1
copilot.microsoft.com,1,1
