referrer,views_total,views_unique
Google,142,29
learn.microsoft.com,120,22
github.com,53,19
Bing,48,27
chatgpt.com,20,4
DuckDuckGo,5,3
Yahoo,4,1
teams.public.onecdn.static.microsoft,3,3
teams.df.onecdn.static.microsoft,1,1
