referrer,views_total,views_unique
learn.microsoft.com,472,45
Bing,101,29
Google,44,14
github.com,23,10
perplexity.ai,10,1
copilot.microsoft.com,8,2
statics.teams.cdn.office.net,7,4
microsoft.github.io,7,1
linkedin.com,3,1
