referrer,views_total,views_unique
learn.microsoft.com,172,33
Google,93,12
perplexity.ai,55,1
github.com,41,11
Bing,32,10
DuckDuckGo,8,2
microsoft.github.io,8,1
statics.teams.cdn.office.net,5,2
linkedin.com,2,2
chatgpt.com,1,1
