referrer,views_total,views_unique
learn.microsoft.com,321,35
Bing,192,32
Google,81,20
github.com,71,10
statics.teams.cdn.office.net,26,4
search.brave.com,21,2
linkedin.com,15,2
chatgpt.com,5,2
DuckDuckGo,1,1
qwant.com,1,1
