referrer,views_total,views_unique
learn.microsoft.com,142,33
Google,79,11
github.com,39,12
Bing,23,10
DuckDuckGo,7,1
linkedin.com,2,2
perplexity.ai,2,1
copilot.microsoft.com,1,1
microsoft.github.io,1,1
